"id","nome","tipo","estado"
2304,"SEINFRA/AL - Secretaria de Estado da Infra-Estrutura de Alagoas",2,2
2305,"Senasp - Secretaria Nacional de Segurança Pública",3,NULL
2306,"Serviço de Apoio Às Micro e Pequenas Empresas do Amazonas",2,4
2307,"Serviço de Apoio Às Micro e Pequenas Empresas do Distrito Federal",2,7
2308,"Serviço de Apoio Às Micro e Pequenas Empresas do Mato Grosso do Sul",2,12
2309,"Serviço Nacional de Aprendizagem do Cooperativismo No Estado do Amazonas",2,4
2310,"SESAB - Secretaria da Saúde do Estado da Bahia - Sesab",2,5
2311,"Sesai - Secretaria Especial de Saúde Indígena",3,NULL
2312,"Sesan - Secretaria Nacional de Segurança Alimentar e Nutricional (extinta)",3,NULL
2313,"SES-DF - Secretaria de Estado de Saúde do Distrito Federal",2,7
2314,"SES-GO - Secretaria de Estado da Saúde de Goiás",2,9
2315,"SESPA - Secretaria Executiva de Saúde Pública do Pará",2,14
2316,"SFA/PE - Superintendência Federal de Agricultura, Pecuária e Abastecimento No Estado de Pernambuco",2,17
2317,"SFA/PR - Superintendência Federal de Agricultura, Pecuária e Abastecimento No Estado do Paraná",2,16
2318,"SIDC/MinC - Secretaria da Identidade e da Diversidade Cultural - Minc",3,NULL
2319,"Sindicato dos Trabalhadores Ind. Gráficas, Com. Gráfica e Serv. Gráficos de Manaus e do Amazonas",3,NULL
2320,"SINFRA - Secretaria de Estado de Infra-Estrutura do Estado de Mato Grosso",2,11
2321,"SNEE/ME - Secretaria Nacional de Esporte Educacional - Me (extinta)",3,NULL
2322,"SNH - Secretaria Nacional de Habitação",3,NULL
2323,"SPM - Secretaria Nacional de Políticas Para Mulheres",3,NULL
2324,"Spoa/MF - Subsecretaria de Planejamento, Orçamento e Administração do Ministério da Fazenda",3,NULL
2325,"SPPE - Secretaria de Políticas Públicas de Emprego",3,NULL
2326,"SRA/BA - Superintendência Regional de Administração do Ministério da Economia Na Bahia",2,5
2327,"SRA/PE - Superintendência Regional de Administração do Ministério da Economia Em Pernambuco",2,17
2328,"SR-AM/DPF - Dpf - Superint. Regional/AM - Mj",2,4
2329,"SRH-Gov-RN - Secretaria de Recursos Hídricos do Governo do Estado do Rio Grande do Norte",2,20
2330,"SRTb/GO - Superintendência Regional do Trabalho No Estado de Goiás",2,9
2331,"SS-Gov-RN - Secretaria de Saúde Pública do Governo do Estado do Rio Grande do Norte",2,20
2332,"Subcomando de Acoes de Defesa Civil",3,NULL
2333,"Sudeco - Superintendência do Desenvolvimento do Centro-Oeste",3,NULL
2334,"Sudene - Superintendência de Desenvolvimento do Nordeste",3,NULL
2335,"Suest/AC - Superintendência Estadual da Funasa No Estado do Acre",2,1
2336,"Suest/AP - Superintendência Estadual da Funasa No Estado do Amapá",2,3
2337,"Suest/BA - Superintendência Estadual da Funasa Na Bahia",2,5
2338,"Suest/GO - Superintendência Estadual da Funasa No Estado de Goiás",2,9
2339,"Suest/MG - Superintendência Estadual da Funasa Em Minas Gerais",2,13
2340,"Suest/PA - Superintendência Estadual da Funasa No Estado do Pará",2,14
2341,"Suest/PB - Superintendência Estadual da Funasa No Estado da Paraíba",2,15
2342,"Suest/PI - Superintendência Estadual da Funasa No Estado do Piauí",2,18
2343,"Suest/PR - Superintendência Estadual da Funasa No Paraná",2,16
2344,"Suest/RJ - Superintendência Estadual da Funasa No Estado do Rio de Janeiro",2,19
2345,"Suest/RN - Superintendência Estadual da Funasa No Estado do Rio Grande do Norte",2,20
2346,"Suest/SC - Superintendência Estadual da Funasa No Estado de Santa Catarina",2,24
2347,"Suest/SE - Superintendência Estadual da Funasa Em Sergipe",2,26
2348,"Suest/TO - Superintendência Estadual da Funasa No Tocantins",2,27
2349,"Suframa - Superintendência da Zona Franca de Manaus",3,NULL
2350,"Superintendência do Desenvolvimento do Nordeste (extinta) - Mi",3,NULL
2351,"Superintendência Estadual do Inss - Aracajú/SE - Inss/Mps",2,26
2352,"Superintendência Estadual do Inss - Belo Horizonte/MG - Inss/Mps",2,13
2353,"Superintendência Estadual do Inss - Campo Grande/MS - Inss/Mps",2,12
2354,"Superintendência Estadual do Inss - Florianopólis/SC - Inss/Mps",2,24
2355,"Superintendência Estadual do Inss - Palmas/TO - Inss/Mps",2,27
2356,"Superintendência Estadual do Inss - Recife/PE - Inss/Mps",2,17
2357,"Superintendência Estadual do Inss - Rio de Janeiro/RJ - Inss/Mps",2,19
2358,"Superintendência Estadual do Inss - São Luis/MA - Inss/Mps",2,10
2359,"Superintendência Estadual do Inss - São Paulo/SP - Inss/Mps",2,25
2360,"Superintendência Regional do Incra Em Marabá/PA",2,14
2361,"Superintendência Regional do Incra No Distrito Federal",2,7
2362,"Superintendência Regional do Incra No Estado da Bahia",2,5
2363,"Superintendência Regional do Incra No Estado de Mato Grosso",2,11
2364,"Superintendência Regional do Incra No Estado do Ceará",2,6
2365,"Superintendência Regional do Incra No Estado do Mato Grosso do Sul",2,12
2366,"Superintendência Regional do Incra No Estado do Rio Grande do Sul",2,21
2367,"TCU - Tribunal de Contas da União",3,NULL
2368,"TRE/CE - Tribunal Regional Eleitoral do Ceará",2,6
2369,"TRE/MA - Tribunal Regional Eleitoral do Maranhão",2,10
2370,"TRE/PB - Tribunal Regional Eleitoral da Paraíba",2,15
2371,"TRE/PE - Tribunal Regional Eleitoral de Pernambuco",2,17
2372,"TRF 1ª Região - Tribunal Regional Federal da 1ª Região",3,NULL
2373,"TRT/AC e RO - Tribunal Regional do Trabalho da 14ª Região/AC e RO",4,NULL
2374,"TRT/AM e RR - Tribunal Regional do Trabalho da 11ª Região/AM e RR",4,NULL
2375,"TRT/MG - Tribunal Regional do Trabalho da 3ª Região/MG",2,13
2376,"TRT/RJ - Tribunal Regional do Trabalho da 1ª Região/RJ",2,19
2377,"TST - Tribunal Superior do Trabalho",3,NULL
2378,"UFBA - Universidade Federal da Bahia",3,5
2379,"UFF - Universidade Federal Fluminense",3,19
2380,"UFPB - Universidade Federal da Paraíba",3,15
2381,"UFPEL - Universidade Federal de Pelotas",3,21
2382,"UFPR - Universidade Federal do Paraná",3,16
2383,"UFRA - Universidade Federal Rural da Amazônia",3,4
2384,"UFRN - Universidade Federal do Rio Grande do Norte",3,20
2385,"UNIFA - Universidade da Força Aérea",3,NULL
2386,"Unifesp - Universidade Federal de São Paulo",3,25
2387,"UNISOL - Fundacao de Apoio Institucional Rio Solimoes",3,NULL
2388,"Universidade Federal do Estado do Rio de Janeiro",3,19
2389,"Upa de Santa Rita-PB - Secretaria de Estado da Saude do Estado da Paraiba",2,15
2390,"Urihi - Saude Yanomami",3,NULL
2391,"Valec-RJ - Valec Engenharia, Construções e Ferrovias S.A. (filial Rj)",3,NULL
2392,"VI COMAR - 6º Comando Aéreo Regional",3,NULL
2393,"Administração Regional do Sesc No Estado do Rio de Janeiro",2,19
