"numero_processo","ano","un_tecnica_responsavel","un_responsavel_agir","relator","assunto","ano_final"
79720154,2015,"SEC-SC Secretaria do TCU no Estado de Santa Catarina","SEC-SC Secretaria do TCU no Estado de Santa Catarina",6,"Impugnação total de despesas. Convênio 1363/2009. Convenente: Município de Ituporanga/SC. Objeto: apoio ao evento""Natal Luz"".",NULL
80420150,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE CONTRA O SENHOR ORISMAR VANDERLEI DINIZ, EX-PREFEITO MUNICIPAL DE IBIAPINA/CE, GESTÃO 2005-2008, EM RAZÃO DA IMPUGNAÇÃO TOTAL DE DESPESAS DO CONVÊNIO Nº 1318/2008, SICONV Nº 700689, FIRMADO COM O MINISTÉRIO DO TURISMO. PROCESSO Nº 72031.009375/2013-10. OFÍCIO Nº 2014/2014/AECI/MTur.",NULL
80720150,2015,"SEC-CE Secretaria do TCU no Estado do Ceará","SEC-CE Secretaria do TCU no Estado do Ceará",11,"TCE CONTRA O SENHOR JOSÉ WILAME BARETO ALENCAR, EX-PREFEITO MUNICIPAL DE MOMBAÇA/CE, GESTÕES 2005-2008 E 2009-2012, EM RAZÃO DA OMISSÃO NO DEVER DE PRESTAR CONTAS DO CONVÊNIO Nº 159/2008, SIAFI/SICONV Nº 700018/2008, FIRMADO COM O MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E COMBATE À FOME. PROCESSO 71000.008745/2014-79. OFÍCIO Nº 563 AECI/MDS-2014.",NULL
80720168,2016,"SEC-AM Secretaria do TCU no Estado do Amazonas","SEC-AM Secretaria do TCU no Estado do Amazonas",11,"Contrato de Repasse 0200.292-54/2006 (Siafi 571618) firmado entre Ministério das Cidades e Município de Nhamundá/AM",2017
81520152,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Tomada de Contas Especial, contra o Sr. Manoel Santos de Oliveira, Perfeito (Gestão: 01/01/2009 a 31/12/2012), face a impugnação total de despesas relativas ao Convênio 73825/2010 (Siafi 736825), tendo por objeto ""incentivar o turismo"" por meio do apoio à realização do Projeto intitulado ""Arraiá de Todos Nós"".",NULL
81920166,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Ministério do Meio Ambiente, em razão da Impugnação parcial de despesas, referente ao convênio nº34/2004, (Processo original: 02000.001340/2015-78).",2020
82120160,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE instaurada pelo Fundo Nacional de Desenvolvimento da Educação, em razão da Impugnação parcial de despesas, referente ao convênio nº55211/1998, celebrado com a Prefeitura Municipal de Porto Seguro/BA, (Gestões: 1997-2000 e 2001-2004), (Processo original: 23034.002666/2015-03).",2020
82620154,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",6,"Convênio 461/2008 (Siafi 629445) firmado entre o Ministério do Turismo e o município de Wenceslau Guimarães-BA",NULL
83520188,2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",4,"MinC encaminha Tomada de Contas Especial processo n° 01530.0XXX.112017-XX, referente ao convênio n° 801892/2014, celebrado com a Associação de Amigos da Arte e Mantenedores da Virtual Companhia da Dança e Fundação Nacional de Artes ¿ FUNARTE, motivo: omissão no dever de prestar contas.",2021
83520196,2019,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"TCE - Tomada de Contas Especial exarada do Acórdão nº 10036/2018 - TCU - 1ª Câmara TC - 019.344/2017-1.",2021
83720156,2015,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",2,"TCE instaurada por meio do Processo 72031.007021/2013-22, em função de dano apurado no âmbito do Convênio 1.729/2009, que tem como objeto dar apoio à realização do Projeto intitulado Festejos Natalinos;",NULL
83820152,2015,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",2,"TCE instaurada por meio do Processo 72031.015341/2010-11, em função de dano apurado no âmbito do Convênio 504/2008, que tem como objeto incentivar o turismo por meio do apoio à implementação do projeto intitulado ""Festiva de São João de solidão"";",NULL
83920159,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",2,"Convênio 285/2010 (Siafi/Siconv 733121), celebrado entre o Ministério do Turismo e o Município de São José do Egito-PE",NULL
84020157,2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",8,"Tomada de Contas Especial, contra a empresa Pavimax Engenharia e Terraplenagem Ltda., em razão de pagamento a maior decorrente de BDI superestimado, conforme as ocorrências registradas no Relatório de Auditoria de Gestão nº 190190 da CGU que resultaram em prejuízo ao Erário.",NULL
86020158,2015,"SEC-SP Secretaria do TCU no Estado de São Paulo","SEC-SP Secretaria do TCU no Estado de São Paulo",6,"Tomada de Contas Especial relativa ao Convênio nº 989/2012, celebrado pelo Ministério do Turismo com a Prefeitura Municipal de Brejetuba/ES.",NULL
86020166,2016,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Tomada de Contas Especial n° 58701.002644/2015-18, instaurada pelo Ministério do Esporte, em razão da impugnação total de despesas do Convênio n° 96/2005, de 25/08/2005, celebrado com a Associação de Assistência a Carência Social- FACS, com sede na Cidade de Rosário, e com vigência estipulada para o período de 25/08/2005 a 15/09/2006.",2020
86120154,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"TOMADA DE CONTAS ESPECIAL - PROCESSO Nº 72031.009792/2011-92",NULL
86220169,2016,"SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro","SEC-RJ Secretaria do TCU no Estado do Rio de Janeiro",14,"Tomada de Contas Especial n° 23034.002711/2015-11, instaurada pelo FNDE, em razão da impugnação parcial de despesas do Convênio n° 1729/1994, celebrado com a Prefeitura Municipal de Palmeirândia/MA, com vigência estipulada para o período de 24/6/1994 a 28/2/1999.",2017
87320152,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"TCE instaurada por meio do Processo 72031.007890/2013-57, em função de dano apurado no âmbito do Convênio 796/2008, que tem como objeto apoiar a implementação do projeto intitulado ""Festa do São João da Paz de Cortês/PE"";",NULL
87920169,2016,"SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul","SEC-MS Secretaria do TCU no Estado do Mato Grosso do Sul",14,"Tomada de Contas Especial n° 25170.002517/2015-05, instaurada pela Fundação Nacional de Saúde, em razão da omissão no dever de prestar contas do Convênio n° 83/2005 celebrado com a Prefeitura Municipal de Governador Newton Bello/MA, tendo por objeto ""Sistema de Abastecimento de Água"", com vigência estipulada para o período de 16/12/2005 a 08/02/2014.",2018
88020159,2015,"SEC-SP Secretaria do TCU no Estado de São Paulo","SEC-SP Secretaria do TCU no Estado de São Paulo",8,"Tomada de contas especial instaurada pelo Ministério do turismo contra a Prefeitura Municipal de Nova Campina/SP por impugnação total de despesas. (Proc. 72031.006236/2012-45, conv. 738453/2010)",NULL
88220151,2015,"SEC-SP Secretaria do TCU no Estado de São Paulo","SEC-SP Secretaria do TCU no Estado de São Paulo",5,"TCE - TOMADA DE CONTAS ESPECIAL REFERENTE AO CONVÊNIO 732856/2010 CELEBRADO ENTRE O Mtur E O MUNICÍPIO DE ALEXÂNIA - GO.",NULL
88320166,2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"Convênio nº 830.331/2007(Siafi 600436), firmado entre o Fundo Nacional de Desenvolvimento da Educação-FNDE e o município de Jussara-GO",2022
88320182,2018,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",6,"Recursos repassados à conta do Programa Nacional de Transporte Escolar-PNATE e Programa Nacional de Alimentação Escolar-PNAE.",2021
88420154,2015,"SEC-SP Secretaria do TCU no Estado de São Paulo","SEC-SP Secretaria do TCU no Estado de São Paulo",8,"Tomada de contas especial instaurada pelo Ministério do turismo contra a Prefeitura Municipal de Balbinos/SP por não encaminhamento de documentação exigida para a prestação de contas. (Proc.72031.008772/2013-66, conv. 1200/2010)",NULL
88520150,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",5,"TCE - TOMADA DE CONTAS ESPECIAL REFERENTE AO CONVÊNIO 702904/2008 CELEBRADO ENTRE O Mtur E A PREMIUM AVANÇA BRASIL.",NULL
88720153,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Convênio 149/2010 (Siafi/Siconv 732394) firmado entre o Ministério do Turismo e a Associação Brasileira das Empresas de Transporte Aéreo Regional/ABETAR",NULL
89420150,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Convênio 423/2009 (Siafi/Siconv. 703.645) firmado entre o Ministério do Turismo e a Associação da Parada do Orgulho de Gays, Lésbicas, Bissexuais e Transgêneros de São Paulo-APOGLBT/SP",NULL
89520164,2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",14,"Tomada de Contas Especial n° 25170.003350/2015-91, instaurada pela Fundação Nacional de Saúde, em razão da omissão no dever de prestar contas do Termo de Compromisso nº 090/2012, celebrado com a Prefeitura Municipal de Sambaíba/MA, tendo por objeto ""a execução da ação de Sistema de Esgotamento Sanitário - MSD"", com vigência estipulada para o período de 16/08/2012 a 16/08/2014.",2020
90320175,2017,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",11,"TCE instaurada por meio do Processo 54141.000316/2016-91, em função de dano apurado no âmbito Termo de Convênio n. 24000/2002, firmado entre a PM de Santa Maria da Boa Vista/PE e o INCRA, tendo por objeto a implementação de infaestrutura básica de obras e investimentos, com rede de abastecimento de água nos projetos de assentamentos Jatubarana e Aquarius.",2022
90520151,2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",2,"TCE instaurada por meio do Processo 72031.007350/2011-10, em função de dano apurado no âmbito do Convênio 283/2006, que tem como objeto apoio e incentivo ao turismo no Estado de Pernambuco, mediante a implantação do projeto denominado ""São João em Palmeirina",NULL
90720154,2015,"SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",8,"Tomada de Contas Especial instaurada em razão de irregularidades verificadas na execução do convênio nº 110/2008 (SIAFI nº 732856/2010), firmado entre o Ministério do Turismo - MTur e o Município de Bady Bassitt/SP, com o objetivo de apoiar a realização do Festival Cultural do Dia das Mães, por meio da contratação de infraestrutura e de shows de duplas sertanejas e bandas musicais.",NULL
93420160,2016,"SEC-SE Secretaria do TCU no Estado de Sergipe","SEC-SE Secretaria do TCU no Estado de Sergipe",11,"Contrato de Repasse MTur 0304.970-60/2009 (SIAFI 715898). Saneamento básico. Vigência de 24/12/2009 a 30/11/2015.",2017
94520153,2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"Tomada de Contas Especial instaurada contra a Senhora Maria das Graças Soares de Oliveira, Perfeita (Gestão: 2009-2012), face ao não encaminhamento da documentação exigida para a prestação de contas das despesas relativas ao Convênio 1757/2009 (Siafi 723890), tendo por objeto as ""Festividades Natalinas"".",NULL
95020157,2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",6,"Tomada de Contas Especial contra o Fórum Internacional de Comunicação da Ecologia e Turismo-Ficet e Gorgônio Boaventura Loureiro de Souza e Silva, entidade convenente e presidente do Ficet, face a irregularidades na documentação exigida para a prestação de contas do Convênio 748358/2010, tendo por objeto incentivar o turismo pela implementação do projeto denominado ""Fiptur Copa 2014""",NULL
96220163,2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",15,"PEJA/2004 e PNATE/2004 - Omissão no dever de prestar contas.",2021
96820153,2015,"SEC-BA Secretaria do TCU no Estado da Bahia","SEC-BA Secretaria do TCU no Estado da Bahia",2,"TCE instaurada por meio do Processo 72031.000796/2012-96, em função de dano apurado no âmbito do Convênio 069/2008, que tem como objeto o apoio à implementação do Projeto intitulado ""Festival da Juventude de Cortês/PE"";",NULL
97420153,2015,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",2,"Convênio 703854/2009, firmado entre o Ministério do Turismo e o Município de Afogados da Ingazeira/PE",NULL
97620156,2015,"SEC-PE Secretaria do TCU no Estado de Pernambuco","SEC-PE Secretaria do TCU no Estado de Pernambuco",2,"TCE instaurada por meio do Processo 72031.007360/2011-47, em função de dano apurado no âmbito do Convênio 916/2007, que tem como objeto incentivar o turismo, por meio do apoio à realização do projeto intitulado ""Festa de São José da Batateira"";",NULL
99220160,2016,"Seproc Secretaria de Gestão de Processos","SecexTCE Secretaria de Controle Externo de Tomada de Contas Especial",13,"Termo de Compromisso TC/PAC 490/2009 (Siafi 658481). Objeto: a execução da ação de sistema de abastecimento de água",2022
99320158,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio nº 0782/2010 (Siafi nº 737578), firmado entre o Ministério do Turismo e o Município de Mendes Pimentel-MG",NULL
99420154,2015,"SEC-SE Secretaria do TCU no Estado de Sergipe","SEC-SE Secretaria do TCU no Estado de Sergipe",15,"Convênio n.º 0129/2010 (SIAFI 732287), celebrado entre a PM de Cumbe/SE e o Ministério do Turismo, para o apóio à realização do Projeto intitulado 1º Festival de Verão.",NULL
99620157,2015,"SEC-MG Secretaria do TCU no Estado de Minas Gerais","SEC-MG Secretaria do TCU no Estado de Minas Gerais",14,"Convênio nº 1390/2009 (Siafi 717481), firmado entre o Ministério do Turismo e o Município de Jequeri-MG",NULL
99920156,2015,"SEC-MT Secretaria do TCU no Estado de Mato Grosso","SEC-MT Secretaria do TCU no Estado de Mato Grosso",7,"Convênio nº 1059/2007 (SICONV 622159). Objeto: apoio à realização do Carnaval de Paranatinga 2008.",NULL
